Cluster,Center X,Center Y,Size
0.0,-0.20091256569971444,-0.026456174707117586,81.0
1.0,1.0550030223077878,-1.2844390658272284,35.0
2.0,-1.3075186893850437,-1.1369653606646668,23.0
3.0,-1.329545316496027,1.1321778796599242,22.0
4.0,0.9915830476839198,1.2395027537948333,39.0
